,pH,EC,OC,N,P,K,S,Zn,Fe,Cu,Mn,Target,Sub_Target
1438,7.1,0.23,0.54,375.3,11.26,169.4,16.3,0.76,6.82,0.66,1.52,0,0
1439,6.9,0.26,0.62,430.9,13.51,263.5,8.45,0.84,6.78,0.62,1.66,0,1
1440,6.2,0.29,0.64,444.81,10.51,297.1,9.45,0.86,6.64,0.64,1.24,0,1
1441,7,0.63,0.52,361.4,14.54,169.4,21.6,0.68,9.64,0.28,3.36,0,0
1442,7,0.64,0.54,375.3,13.52,287.1,16.7,0.7,9.72,0.3,3.24,0,1
1443,7,0.59,0.58,403.1,12.58,169.2,13.7,0.72,7.64,0.32,3.28,0,0
1444,7,0.58,0.64,444.8,16.72,237.6,20.3,0.66,7.14,0.34,3.3,0,1
1445,6.9,0.46,0.5,347.5,13.4,312.1,12.75,0.66,8.1,0.3,2.94,0,1
1446,6.5,0.16,1.23,854.85,12.01,111.46,24.7,0.48,8.46,0.6,0.96,0,3
1447,6.8,0.15,0.84,581.77,18.77,86.72,21.66,1,7.28,0.48,1.28,0,0
1448,6.4,0.15,0.68,471.29,14.26,94.82,19.7,1.28,6.48,0.66,2.66,0,0
1449,6,0.16,0.69,477.46,10.51,86.54,17.4,0.42,8.66,0.86,2.4,0,0
1450,6.2,0.16,0.69,481.03,15.76,72.48,13.9,0.96,7.56,0.56,1.72,0,0
1451,6.8,0.17,0.6,414.91,19.52,98.66,19.6,0.88,8.48,0.48,1.68,0,0
1452,7.1,0.18,0.59,408.66,18.26,110.63,24.6,0.96,10.72,0.96,2,0,0
1453,7.6,0.18,0.96,665.17,11.26,106.68,20.5,0.72,7.48,0.66,1.56,0,3
1454,7.2,0.18,0.64,446.17,24.32,96.48,21.6,0.86,9.68,0.42,1.86,0,0
1455,7.4,0.2,0.77,533.76,20.37,88.66,27.8,0.8,10.56,0.96,2.48,0,0
1456,7.4,0.18,0.77,531.87,12.76,78.48,19.7,0.76,9,0.4,1.96,0,0
1457,6.2,0.15,0.84,586.92,9,120,20.8,0.96,9.48,0.86,1.72,0,3
1458,6.1,0.16,0.75,519.18,8.25,156.42,29.6,1.48,6.72,0.72,1.6,0,0
1459,6.6,0.17,0.8,556,21.77,170.2,23.5,1.26,7.42,0.24,2.62,0,0
1460,6.7,0.18,0.76,528.2,23.27,204.29,19.4,1.22,6.66,0.22,2.68,0,0
1461,6.2,0.19,0.46,319.7,11.26,548.18,29.3,1.18,6.62,0.24,2.64,0,1
1462,7.2,0.19,1.88,820.1,12.01,340.2,27.6,1.16,6.84,0.22,2.36,0,3
1463,7.8,0.16,1.06,736.7,15.76,312.18,25.3,0.96,6.32,0.24,2.94,0,3
1464,7.4,0.16,0.76,528.2,17.26,420.18,18.4,0.88,5.28,0.22,2.62,0,1
1465,7.6,0.17,0.74,514.3,13.51,472.74,20.4,0.4,7.14,0.24,2.6,0,1
1466,7.8,0.17,0.94,653.3,16.51,444.24,23.5,0.92,6.16,0.22,2.4,0,1
1467,7.4,0.17,0.88,611.6,18.77,422.18,19.8,0.94,6.84,0.24,2.42,0,1
1468,7.2,0.17,0.61,423.95,21.02,505.35,17.5,0.96,6.54,0.22,2.34,0,1
1469,7,0.17,0.64,444.8,18.01,538.18,23.3,2.48,11.9,0.82,4.46,0,1
1470,6.9,0.67,0.5,347.5,16.56,293.9,16.1,0.68,6.66,0.36,3.14,0,1
1471,6.4,0.19,1.21,840.9,11.26,20.2,37.4,0.84,6.74,0.42,2.66,0,3
1472,6.1,0.19,1.2,834,14.26,19.86,32.31,0.6,8.94,0.8,2.54,0,3
1473,6.6,0.19,1.39,966,9.76,22.24,24.82,0.94,6.74,0.4,2.3,0,3
1474,6.5,0.19,1.33,924.35,16.51,20.28,17.18,0.82,8.66,0.72,2.42,0,3
1475,6.7,0.2,1.18,820,12.01,34.32,14.32,0.74,8.42,0.86,2.6,0,3
1476,6.9,0.2,1.16,806,18.77,32.55,19.18,0.6,8.6,0.7,2.74,0,3
1477,7.2,0.27,0.54,375.3,12.01,157.2,22.6,0.62,9,0.3,1.74,0,0
1478,7.4,0.25,0.58,403.1,17.26,193.2,28,0.64,8.22,0.26,1.76,0,0
1479,7.3,0.27,0.52,361.4,18.01,199.2,27,0.66,8.1,0.22,1.8,0,0
1480,7.3,0.24,0.54,375.2,10.51,9159.3,7.45,0.74,8.32,0.4,1.92,0,2
1481,7.3,0.23,0.56,389.2,10.51,297.5,10.42,0.64,7.18,0.26,1.8,0,1
1482,7.1,0.23,0.6,417,11.26,169.8,9.46,0.72,9.64,0.24,1.88,0,0
1483,6.9,0.25,0.52,361.4,9.76,137.6,6.65,0.68,9.28,0.3,1.9,0,0
1484,6.7,0.23,0.62,430.9,10.51,376.3,9.96,0.66,8.32,0.28,1.9,0,1
1485,7.1,0.24,0.7,486.5,12.01,376.3,12.3,0.64,7.84,0.34,1.84,0,1
1486,7.2,0.13,0.54,375.3,11.26,197.3,19.35,0.84,8.84,0.34,1.78,0,0
1487,7.1,0.17,0.58,403.1,10.51,203.4,16.65,0.86,9.36,0.36,1.84,0,0
1488,7,0.19,0.6,417,9.76,167.4,14.3,0.74,7.74,0.3,1.9,0,0
1489,6.9,0.19,0.5,347.5,9,287.5,10.45,0.84,8.84,0.32,1.92,0,1
1490,7,0.2,0.56,389.2,8.25,193.4,9.65,0.42,9.42,0.36,1.98,0,0
1491,7.2,0.21,0.62,430.9,9.26,169.2,18.45,0.42,7.42,0.38,1.86,0,0
1492,7.1,0.29,0.66,458.7,9,197.5,28.8,0.56,7.56,0.36,1.84,0,0
1493,7.4,0.26,0.7,468.5,11.26,276.5,24.4,0.46,10.46,0.34,1.9,0,1
1494,7.5,0.24,0.64,444.8,10.5,303.4,7.65,0.72,11.12,0.4,1.92,0,1
1495,7.3,0.24,0.6,417,12.01,269.3,13.45,0.86,9.36,0.42,0.82,0,1
1496,7.5,0.26,0.7,486.5,21,297.6,8.45,0.42,9.42,0.46,1.94,0,1
1497,6.9,0.25,0.74,514.3,12.76,213.5,11.06,0.68,8.88,0.28,1.84,0,0
1498,6.8,0.24,0.68,472.6,11.26,297.2,7.76,0.46,9.46,0.24,0.96,0,1
1499,7,0.26,0.64,444.8,10.5,163.5,10.45,0.72,9.72,0.26,1.76,0,0
1500,7.2,0.21,0.62,430.9,12,193.2,13,0.86,9.86,0.28,1.74,0,0
1501,7.1,0.62,0.6,417,17.78,427.2,9.05,0.7,7.32,0.34,3.26,0,1
1502,7.2,0.62,0.52,361.4,15.86,300.9,17.24,0.68,7.8,0.34,2.58,0,1
1503,7.2,0.45,0.5,347.5,19.82,293.6,11.2,0.66,9.26,0.36,2.42,0,1
1504,7,0.76,0.88,445,9.8,254,13.6,2.78,9.75,0.14,3.22,0,1
1505,6.2,0.23,0.7,486.5,8.25,193.5,22.4,0.66,7.76,0.36,1.86,0,0
1506,6.3,0.27,0.62,430.9,7.5,163.2,29.6,0.7,8.12,0.34,2.1,0,0
1507,6.5,0.29,0.68,472.6,9,157.2,30.4,0.68,7.4,0.32,1.94,0,0
1508,6.9,0.29,0.74,514.3,9.76,193.4,16.6,0.66,9.38,0.4,1.88,0,0
1509,6.8,0.25,0.66,458.7,11.26,226.5,15.4,0.64,9.26,0.38,1.84,0,0
1510,6.6,0.26,0.7,486.5,21,276.3,16.75,0.66,8.2,0.36,1.96,0,1
1511,6.4,0.29,0.6,417,13.51,197.5,26.6,0.72,9.42,0.32,1.68,0,0
1512,6.6,0.26,0.52,361.4,10.51,187.5,24.4,0.68,8.16,0.3,1.7,0,0
1513,6.7,0.24,0.58,403.1,15.01,163.2,15.5,0.68,10.1,0.32,1.76,0,0
1514,6.5,0.24,0.54,375.3,11.26,203.1,27,0.7,7.44,0.32,1.86,0,0
1515,6.8,0.26,0.62,430.9,21,287.5,26,1.12,8.16,0.26,1.74,0,1
1516,6.9,0.27,0.56,389.2,13.51,169.2,18.8,0.8,7.22,0.3,2.1,0,0
1517,7,0.27,0.6,417,12.76,157.3,19.6,0.68,8.18,0.34,1.72,0,0
1518,7.5,0.26,0.58,403.1,17.26,167.3,29.3,0.64,9.22,0.32,1.84,0,0
1519,6.9,0.25,0.68,472.6,18.01,203.6,16.3,0.66,10.26,0.28,1.82,0,0
1520,6.8,0.26,0.72,500.4,12.01,163.2,8.6,0.68,9.3,0.3,1.8,0,0
1521,6.6,0.27,0.66,458.7,12.76,193.2,13.3,0.7,9.32,0.32,2.248,0,0
1522,6.7,0.24,0.74,514.3,13.51,159.3,19.3,0.66,9.1,0.42,2.1,0,0
1523,6.8,0.26,0.75,521.25,21,163.2,17.6,0.68,7.14,0.26,1.68,0,0
1524,7,0.27,0.64,444.8,11.26,163.2,15,0.64,8.1,0.24,1.7,0,0
1525,6.7,0.24,0.72,500.4,14.26,302.5,18.8,0.7,7.88,0.34,1.94,0,1
1526,7.2,0.28,0.62,430.9,12,193.2,19.3,0.74,9.2,0.4,1.66,0,0
1527,6.5,0.17,0.66,458.7,24.77,263.1,6.54,0.68,6.12,0.66,1.28,0,1
1528,6.8,0.14,0.56,389.2,22.52,297.4,8.95,0.72,6.44,0.54,1.26,0,1
1529,6.4,0.19,0.62,430.9,23.27,197.6,10.25,0.66,6.32,0.72,1.24,0,0
1530,6.3,0.14,70,486.5,22.52,303.2,11.26,0.74,6.3,0.7,1.22,0,1
1531,6.6,0.16,0.72,500.4,18.01,167.1,12.26,0.76,6.36,0.76,1.28,0,0
1532,6.9,0.26,0.68,472.6,20.27,157.1,11.23,0.62,6.42,0.46,1.26,0,0
1533,7,0.26,0.64,444.8,24.77,263.4,10.45,0.56,6.28,0.58,1.58,0,1
1534,7.4,0.28,0.6,417,27.77,313.4,8.23,0.66,6.16,0.48,1.44,0,1
1535,7.3,0.29,0.7,486.5,24.77,167.3,8,0.74,6.36,0.52,1.48,0,0
1536,6.9,0.19,0.75,521.25,24.02,197.4,13.3,0.68,6.64,0.4,1.34,0,0
1537,6.8,0.17,0.66,458.7,19.52,276.3,14.4,0.58,6.72,0.46,1.2,0,1
1538,7.2,0.14,0.74,514.3,14.26,167.5,9.45,0.7,6.78,0.38,1.22,0,0
1539,7,0.67,0.59,410.05,19.52,279.3,10.4,0.66,6.92,0.26,3.44,0,1
1540,7,0.65,0.67,465.65,10.76,169.7,14.52,0.66,7.8,0.28,3.42,0,0
1541,7.1,0.44,0.69,479.55,12.82,263.4,16.44,0.66,7.84,0.34,3.44,0,1
1542,7,0.58,0.51,354.45,12.9,265.2,18.64,0.7,6.7,0.36,3.22,0,1
1543,7,0.69,0.54,375.3,15.72,179.7,21.17,0.7,6.72,0.38,3.4,0,0
1544,7.1,0.66,0.5,347.5,16.86,263.3,10.58,0.68,6.18,0.36,3.34,0,1
1545,7,0.72,0.52,361.4,14.44,169.4,11.94,0.68,7.64,0.36,3.32,0,0
1546,6.9,0.63,0.57,396.15,14.78,277.6,12.68,0.68,6.64,0.36,3.4,0,1
1547,7.5,0.63,0.52,361.4,10.52,367.4,28.01,0.72,6.3,0.34,2.84,0,1
1548,7.4,0.63,0.54,375.3,16.48,392.1,13.06,0.7,7.14,0.34,2.18,0,1
1549,7.5,0.66,0.5,375.3,12.54,297.5,21.55,0.62,6.74,0.42,2.52,0,1
1550,7.3,0.64,0.58,403.1,20.26,297.2,11.2,0.66,6.36,0.4,2.8,0,1
1551,7.5,0.64,0.56,389.2,18.46,287.3,15.08,0.66,6.22,0.42,2.56,0,1
1552,7.1,0.13,0.62,432.29,9.76,100.04,20.6,0.66,7.6,0.26,2,0,0
1553,7.5,0.16,0.64,444.7,8.25,101.25,30.16,0.88,8.66,0.3,2.68,0,0
1554,7.7,0.18,0.55,385.72,18.01,88.7,22.4,1.62,8.8,0.24,1.56,0,0
1555,7.8,0.18,0.53,366.96,12.01,84.18,19.6,0.66,6.96,0.28,2.84,0,0
1556,7,0.13,0.62,427.42,7.5,110,19.6,0.82,6.48,0.28,2.48,0,0
1557,6.9,0.17,0.53,369.74,13.51,66.76,20.6,0.7,8.96,0.28,1.46,0,0
1558,7.2,0.17,0.53,368,9.76,98.68,21.6,0.82,7.68,0.28,2,0,0
1559,7.4,0.16,0.27,879.87,12.76,97.4,17.4,0.9,9.6,0.32,2.78,0,3
1560,7.5,0.17,0.73,504.57,19.52,50.51,18.6,0.7,8.42,0.26,2.6,0,0
1561,7.6,0.19,0.65,449.31,20.27,76.44,19.4,0.82,7.64,0.28,1.82,0,0
1562,7.2,0.2,0.69,480.94,21.02,96.53,25.6,0.96,8.96,0.28,2.78,0,0
1563,7.4,0.2,1.14,791.25,21.77,80.64,22.4,0.8,6.48,0.26,2.56,0,3
1564,7.3,0.15,0.63,436.46,14.26,84.18,19.6,0.64,6.48,0.3,1.96,0,0
1565,7.8,0.18,0.62,430.9,11.26,287.3,22.64,1.46,7.64,0.32,1.24,0,1
1566,8,0.19,0.62,430.9,13.51,267.1,18.4,0.86,5.48,0.6,1.16,0,1
1567,8.5,0.2,0.72,500.4,12.01,367.1,18,1.34,6.24,0.38,1.38,0,1
1568,8.3,0.22,0.74,514.3,12.01,329.1,16.28,1.26,6.22,0.34,1.3,0,1
1569,8.2,0.22,0.68,472.6,10.51,196.4,12.2,1.2,6.32,0.56,1.42,0,0
1570,7.9,0.23,0.7,486.5,12.76,216.2,15.5,0.84,6.26,0.52,1.28,0,0
1571,7.6,0.24,0.64,444.8,11.26,163.2,12.8,1.22,6.3,0.56,1.48,0,0
1572,7.6,0.19,0.58,403.1,11.26,263.3,20.25,1.3,6.46,0.28,1.34,0,1
1573,7.9,0.19,0.54,375.3,21,293.2,19.7,0.72,6.3,0.46,1.2,0,1
1574,8.2,0.2,0.66,458.7,10.51,293.5,20.26,0.92,6.36,0.52,1.24,0,1
1575,8,0.22,0.68,430.9,15.76,287.4,10.44,0.74,6.28,0.66,1.56,0,1
1576,7.8,0.24,0.75,521.25,14.26,293.6,14.6,0.96,6.36,0.34,1.5,0,1
1577,7.5,0.24,0.6,417,9.76,226.6,13.4,1.36,7.68,0.44,1.46,0,0
1578,5.4,0.28,0.69,480.59,27.03,135.82,15.52,0.74,5.04,0.88,3.43,0,0
1579,7.5,0.19,0.58,404.49,26.27,185.21,7.76,2.1,10.24,0.74,2.12,0,0
1580,7.6,0.21,0.55,378.43,25.52,177.35,6.9,2.3,6.6,0.86,3.43,0,0
1581,7.8,0.21,0.66,456.62,28.53,142.55,9.48,1.38,9.22,0.62,2.2,0,0
1582,7.4,0.19,0.69,477.47,19.52,154.9,10.34,0.96,10.38,0.78,2.38,0,0
1583,7.3,0.21,1.08,749.56,15.76,148.17,11.21,3.9,12.58,1.16,3.74,0,3
1584,7.6,0.19,0.8,557.74,17.27,185.21,13.79,2.34,9.24,0.96,3.12,0,0
1585,7.9,0.18,0.69,477.47,12.76,160.51,14.22,1.62,8.36,0.92,4.16,0,0
1586,7.8,0.29,0.84,583.8,9.01,157.15,15.95,1.48,10.04,0.15,2.68,0,3
1587,8.1,0.17,0.54,372.17,38.29,152.66,17.24,0.5,6,0.94,2.64,0,0
1588,8.3,0.18,0.6,415.96,36.79,165,15.52,0.74,9.2,0.76,2.2,0,0
1589,8.2,0.15,0.52,362.79,20.27,188.58,14.66,0.88,10.38,0.62,4.38,0,0
1590,8.3,0.18,0.61,423.26,7.51,152.72,24.74,0.76,10.34,0.8,2.38,0,0
1591,7.9,0.21,0.68,470.17,38.29,167.25,27.59,1.7,8.31,1.1,1.36,0,0
1592,7.8,0.19,0.66,456.62,33.79,161.64,30.17,1.32,12.24,0.92,2.38,0,0
1593,8,0.19,0.71,496.23,27.78,138.06,26.72,0.94,11.36,0.72,3.12,0,0
1594,7.8,0.22,0.76,527.51,25.53,148.17,34.48,1.16,10.38,0.64,2.36,0,0
1595,7.9,0.19,0.55,378.43,15.01,161.64,41.38,1.16,14.02,0.92,2.68,0,0
1596,7.8,0.17,0.58,404.49,13.51,159.39,37.5,0.92,10.7,0.64,3.12,0,0
1597,8.1,0.18,0.59,411.79,16.52,170.62,43.1,0.96,12.88,1.62,1.12,0,0
1598,7.9,0.16,0.61,426.38,23.27,182.96,18.97,0.86,9.68,0.82,4.16,0,0
1599,8.2,0.16,0.59,408.66,30.03,175.11,23.28,0.72,9.34,1.1,5.18,0,0
1600,7.7,0.15,0.58,400.32,32.28,151.53,15.52,0.72,9.74,0.72,1.32,0,0
1601,8.2,0.17,0.51,352.37,33.03,175.11,18.97,0.66,8.34,0.88,1.66,0,0
1602,7.9,0.24,0.93,647.39,31.53,184.09,36.21,2.22,9.3,1.1,4.08,0,3
1603,8.1,0.22,0.88,608.82,21.02,140.31,31.9,1.24,9.24,0.66,3.92,0,3
1604,8.2,0.18,0.8,554.61,18.77,141.43,34.48,1.04,10.28,1.02,2.66,0,0
1605,7.8,0.21,0.73,509.78,9.01,181.84,32.76,2.16,12.22,1.12,4.12,0,0
1606,8,0.18,0.79,549.4,23.26,178.47,30.6,2.74,10.67,2.88,4.54,0,0
1607,8.1,0.19,0.64,443.06,19.52,138.06,34.48,1.32,12.26,1.06,4.18,0,0
1608,7.7,0.18,0.69,477.47,12.76,161.64,30.17,1.8,7.68,0.88,2.36,0,0
1609,8.2,0.2,0.65,453.49,18.02,141.43,33.62,1.16,8.34,0.76,1.94,0,0
1610,7.8,0.14,0.79,549.4,5.25,148.17,6.9,0.72,6.14,0.68,4.74,0,0
1611,8.2,0.12,0.75,522.29,6.01,150.41,5.6,0.38,5.02,0.54,3.47,0,0
1612,7.9,0.13,0.78,538.97,10.51,138.06,4.31,0.44,8.34,0.66,3.18,0,0
1613,7.5,0.14,0.84,584.84,8.26,161.64,6.03,0.72,9.7,0.44,5.16,0,3
1614,7.6,0.11,0.78,538.97,12.76,156.02,7.33,0.56,10.06,0.28,3.42,0,0
1615,7.8,0.12,0.73,508.74,24.03,151.53,9.48,0.66,10.64,0.32,4.12,0,0
1616,8.1,0.14,0.83,578.59,31.53,132.45,5.6,0.74,9.26,0.28,3.76,0,0
1617,7.9,0.12,0.7,485.81,18.77,108.88,9.05,0.62,10.38,0.46,2.9,0,0
1618,7.8,0.12,0.69,479.55,38.29,159.39,10.78,1.26,11.75,0.32,4.17,0,0
1619,8,0.15,0.63,434.72,32.28,141.43,7.33,0.94,12.24,0.48,3.34,0,0
1620,7.7,0.15,0.67,463.91,27.03,129.08,5.17,0.76,10.16,0.22,3.12,0,0
1621,7.9,0.17,0.81,559.82,25.53,116.74,6.47,0.82,12.24,0.34,3.68,0,0
1622,8.1,0.15,0.77,532.72,17.27,126.84,6.03,0.64,11.36,0.28,4.24,0,0
1623,8.2,0.18,0.82,571.29,3.75,158.27,8.19,0.58,11.72,0.44,5.9,0,0
1624,8.2,0.16,0.77,537.93,11.26,159.39,5.17,0.74,7.64,0.18,3.18,0,0
1625,7.9,0.15,0.73,505.61,12.76,135.82,7.33,0.72,10.18,0.34,3.16,0,0
1626,8.3,0.17,0.73,509.78,36.04,153.78,4.74,0.8,8.82,0.16,4.34,0,0
1627,8,0.17,0.71,494.15,21.02,149.29,6.03,0.68,9.76,0.24,4.2,0,0
1628,7.9,0.19,0.7,482.68,9.76,139.19,6.47,0.64,9.2,0.26,3.34,0,0
1629,8.2,0.19,0.9,625.5,1.5,170.62,9.91,0.5,9.6,0.22,3.48,0,3
1630,8,0.17,0.88,609.86,4.5,140.31,8.19,0.76,10.18,0.44,4.18,0,3
1631,8.1,0.15,0.92,641.14,2.25,163.88,7.33,0.52,9.24,0.18,5.12,0,3
1632,8.1,0.2,1.14,793.34,0.75,160.51,5.17,0.78,11.36,0.14,5.76,0,3
1633,7.9,0.19,0.77,536.89,11.26,153.78,9.48,0.48,10.36,0.12,6.02,0,0
1634,7.8,0.19,0.52,359.96,9.01,143.68,6.9,0.64,12.26,0.16,4.92,0,0
1635,7.9,0.2,0.84,585.89,15.02,129.08,5.17,0.64,8.64,0.68,5.24,0,3
1636,7.7,0.27,0.86,596.31,16.51,152.66,5.6,0.72,7.72,0.74,4.08,0,3
1637,7.6,0.2,0.85,592.14,13.51,139.19,9.05,0.76,9.2,0.76,3.14,0,3
1638,7.8,0.18,0.79,549.4,12.01,149.29,3.88,0.92,10.7,0.82,2.64,0,0
1639,8.1,0.23,0.91,630.71,18.77,157.15,7.33,1.32,12.16,0.96,3.3,0,3
1640,7.9,0.21,0.81,559.82,22.52,147.04,4.74,0.74,10.64,0.74,3.36,0,0
1641,8,0.19,0.85,590.06,8.26,159.39,2.59,0.52,12.26,0.52,4.16,0,3
1642,8.2,0.21,1.01,699.52,2.25,153.78,6.47,0.82,9.55,0.7,4.2,0,3
1643,8.1,0.18,1.01,698.48,4.5,152.66,8.19,0.64,10.7,0.48,5.14,0,3
1644,7.8,0.18,0.92,641.14,10.51,140.31,3.88,0.54,8.72,0.76,4.36,0,3
1645,8,0.2,0.88,611.95,20.27,162.76,5.6,0.2,6.54,0.5,4.46,0,3
1646,8,0.16,0.88,609.86,24.03,136.94,6.47,0.44,10.01,0.64,2.58,0,3
1647,7.3,0.13,0.94,650.52,27.78,158.27,6.03,0.26,10.01,0.64,2.58,0,3
1648,7.7,0.14,0.8,558.78,18.02,149.29,7.76,0.54,10.12,0.52,5.18,0,0
1649,7.1,0.4,1.1,764.5,14.26,410.1,9.91,0.68,7.48,0.42,1.64,0,3
1650,7.1,0.5,1.1,764.5,19.52,340.5,18.9,0.76,8,0.4,1.74,0,3
1651,7.1,0.4,1.2,834,16.51,320.1,14.6,0.72,6.44,0.36,1.76,0,3
1652,7.1,0.5,1.07,734.5,23.27,298.7,11.6,0.66,6.68,0.44,2.66,0,3
1653,7.9,0.5,0.7,486,22.52,398.1,9.91,0.68,7.44,0.4,1.72,0,1
1654,8,0.5,0.8,556,16.51,415.2,11.6,0.72,7.1,0.36,2.14,0,1
1655,7.9,0.5,0.8,556,14.26,410.1,11.2,0.78,6.68,0.4,1.82,0,1
1656,7.9,0.5,0.9,625.5,7.5,260.7,14.6,0.64,7.76,0.36,1.94,0,3
1657,8,0.5,6,695,8.25,300.5,18.1,0.66,7.86,0.38,1.78,0,3
1658,8,0.5,0.9,625.5,10.51,320.6,11.2,0.72,7.8,0.28,1.8,0,3
1659,8,0.4,1.2,834,11.26,410.5,9.91,0.74,9.1,0.32,1.84,0,3
1660,7,0.4,0.6,417,12.01,510.2,8.6,0.72,7.44,0.24,2.1,0,1
1661,6.8,0.24,0.66,458.7,10.51,263.2,18.65,0.72,7.82,0.36,1.88,0,1
1662,7.5,0.21,0.56,389.2,11.26,79.81,14.44,0.7,7.46,0.26,1.92,0,0
1663,7.6,0.22,0.66,458.7,21,167.2,13.25,0.64,7.58,0.24,1.84,0,0
1664,7.4,0.22,0.7,486.5,16.51,193.2,12.45,0.66,7.42,0.34,1.9,0,0
1665,6.7,0.27,0.6,417,8.25,197.5,24.25,0.64,8.64,0.38,2.14,0,0
1666,6.5,0.24,0.72,500.4,11.26,197.2,17.3,0.68,7.76,0.24,1.84,0,0
1667,6.8,0.29,0.75,521.26,18.01,163.2,18,0.66,7.16,0.26,1.94,0,0
1668,6.9,0.27,0.62,430.9,12.01,197.3,19.65,0.68,7.42,0.32,2.28,0,0
1669,7,0.29,0.54,375.3,16.51,176.2,11.66,0.7,9.1,0.32,1.92,0,0
1670,7.1,0.24,0.6,417,12.76,197.2,13.45,0.72,8.16,0.34,1.9,0,0
1671,7.5,0.21,0.64,444.8,13.51,25.81,16.66,0.68,8.6,0.22,1.92,0,0
1672,7.2,0.21,0.58,403.1,18.01,167.2,11.65,0.68,7.18,0.32,2.1,0,0
1673,7.1,0.25,0.52,361.4,9.76,173.5,10.63,0.7,8.28,0.3,1.92,0,0
1674,7.4,0.13,0.6,417,21,287.1,13.2,0.92,8.38,0.46,1.3,0,1
1675,7,0.17,0.52,361.4,21,287.6,12.1,1.34,7.26,0.44,1.18,0,1
1676,7.2,0.18,0.5,347.5,13.51,211.2,11.76,1.2,7.22,0.28,1.36,0,0
1677,7.6,0.15,0.54,375.3,11.26,163.1,13.3,1.22,7.56,0.26,1.34,0,0
1678,7.4,0.23,0.58,403.1,11.26,167.2,18.16,0.68,7.44,0.46,1.12,0,0
1679,7.3,0.23,0.66,458.7,14.26,163.1,20.22,1.16,6.36,0.26,1.36,0,0
1680,7.2,0.25,0.6,417,12.76,283.2,12.2,0.74,6.68,0.58,1.28,0,1
1681,7.5,0.25,0.56,389.2,10.54,157.4,14.76,0.72,6.72,0.56,1.06,0,0
1682,7.9,0.17,0.64,444.8,18.01,227.3,16.22,0.64,6.64,0.3,1.44,0,0
1683,7.9,0.19,0.9,624.46,23.28,127.96,6.9,0.25,7.32,0.62,4.2,0,3
1684,8.2,0.17,0.86,596.31,19.52,132.45,5.17,0.38,9.24,0.76,3.12,0,3
1685,8.2,0.17,0.86,596.31,19.52,132.45,5.17,0.38,9.24,0.76,3.12,0,3
1686,6.9,0.29,0.6,417,10.51,85.31,16.8,0.68,6.44,0.56,1.46,0,0
1687,6.8,0.27,0.68,472.6,11.26,76.33,26.2,0.74,6.26,0.62,1.32,0,0
1688,6.6,0.24,0.72,500.4,18.01,88.67,12.4,0.72,6.28,0.48,1.28,0,0
1689,6.7,0.28,0.75,521.25,12.01,81.94,12.06,0.66,6.22,0.54,1.26,0,0
1690,6.9,0.24,0.66,458.7,17.26,83.06,15.6,0.7,7.14,0.44,1.3,0,0
1691,6.8,0.25,0.7,486.5,15.76,79.69,12.06,0.76,7.26,0.46,1.22,0,0
1692,6.9,0.24,0.74,514.3,13.51,126.23,20.6,0.64,8.18,0.48,1.42,0,0
1693,6.7,0.24,0.68,472.6,12.76,193.2,24.9,0.7,7.58,0.32,1.4,0,0
1694,6.6,0.25,0.76,528.2,21,127.25,20.2,0.68,6.2,0.3,1.38,0,0
1695,6.5,0.24,0.72,500.4,11.26,137.5,19.6,0.62,6.56,0.42,1.36,0,0
1696,8.5,0.18,0.56,389.2,21,297.3,16,0.66,8.1,0.24,1.76,0,1
1697,7.9,0.14,0.54,375.3,21,169.7,18.9,0.76,6.44,0.4,2.6,0,0
1698,7.8,0.15,0.6,417,16.51,281.3,13.3,0.74,6.32,0.52,2.66,0,1
1699,6.5,0.12,0.56,389.2,12.76,169.7,15.5,0.62,6.26,0.42,2.28,0,0
1700,6.1,0.17,0.52,361.4,17.26,286.3,11.5,0.76,6.46,0.54,2.56,0,1
1701,6.4,0.13,0.58,403.1,9.76,286.1,10.05,0.66,6.54,0.48,2.58,0,1
1702,6.2,0.15,0.6,417,12.01,263.5,9.7,0.74,6.58,0.32,2.64,0,1
1703,7,0.17,0.54,375.3,18.01,169.3,8.4,0.68,6.64,0.36,2.56,0,0
1704,6,0.21,0.56,389.2,15.01,175.1,8.3,0.6,6.46,0.26,2.36,0,0
1705,6.1,0.21,0.52,361.4,12.01,283.9,7.4,0.72,6.58,0.32,2.28,0,1
1706,6.5,0.12,0.6,417,12.76,175.6,6.5,0.66,6.32,0.34,2.2,0,0
1707,6.4,0.18,0.54,375.3,17.26,287.3,9.6,0.62,6.58,0.44,2.46,0,1
1708,6.6,0.19,0.56,389.2,13.51,287.3,11.3,0.68,6.76,0.32,2.26,0,1
1709,6.8,0.19,0.54,375.3,17.26,283.1,15.5,0.76,6.68,0.46,2.46,0,1
1710,6.9,0.26,0.6,417,11.26,169.7,17.8,0.72,6.56,0.24,2.4,0,0
1711,7.1,0.21,0.56,389.2,9.76,287.5,17.2,0.66,6.34,0.36,2.34,0,1
1712,6.2,0.18,0.62,430.9,21.02,167.2,17.8,0.66,6.26,0.22,2.32,0,0
1713,7.5,0.18,0.64,444.8,21.77,169.6,17.4,0.62,6.42,0.46,2.4,0,0
1714,6.2,0.2,0.5,347.5,10.51,293.5,12.2,0.74,6.42,0.28,2.44,0,1
